institution,type,nation,word_count,detection_raw,education_raw,detection_per_1k,education_per_1k,detection_keywords,education_keywords,framing_ratio,frame_category
University of Lincoln,Post-1992,England,423,2,14,4.73,33.1,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 1, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 1, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 3, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 2, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 2, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 3, 'guidance': 0, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.125,Education-dominant
Liverpool John Moores University,Post-1992,England,740,0,78,0.0,105.41,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 6, 'learning': 22, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 5, 'competence': 0, 'capability': 1, 'ethical': 1, 'ethics': 1, 'responsible': 1, 'responsibility': 0, 'reflection': 1, 'reflective': 1, 'critical': 1, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 1, 'engagement': 1, 'support': 2, 'guidance': 9, 'learn': 1, 'teach': 1, 'teaching': 13, 'practice': 2, 'practices': 5, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.0,Education-dominant
London Metropolitan University,Post-1992,England,559,10,17,17.89,30.41,"{'plagiarism': 1, 'detection': 0, 'misconduct': 4, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 1, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 1, 'cheat': 0, 'cheating': 1, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 2, 'opportunity': 0, 'opportunities': 1, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 1, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 1, 'understanding': 1, 'engage': 1, 'engagement': 0, 'support': 3, 'guidance': 2, 'learn': 1, 'teach': 0, 'teaching': 1, 'practice': 1, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.37037037037037035,Education-dominant
Manchester Metropolitan University,Post-1992,England,935,12,21,12.83,22.46,"{'plagiarism': 0, 'detection': 1, 'misconduct': 4, 'penalty': 4, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 1, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 2, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 2, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 2, 'opportunity': 0, 'opportunities': 2, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 2, 'evaluate': 1, 'understand': 1, 'understanding': 1, 'engage': 0, 'engagement': 1, 'support': 3, 'guidance': 3, 'learn': 0, 'teach': 0, 'teaching': 1, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.36363636363636365,Education-dominant
Middlesex University,Post-1992,England,408,3,9,7.35,22.06,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 3, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 3, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 0, 'responsible': 1, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 1, 'guidance': 0, 'learn': 0, 'teach': 0, 'teaching': 1, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.25,Education-dominant
Oxford Brookes University,Post-1992,England,160,2,3,12.5,18.75,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 0, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 1, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 0, 'guidance': 1, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.4,Balanced
University of Plymouth,Post-1992,England,392,2,10,5.1,25.51,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 2, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 2, 'evaluate': 0, 'understand': 1, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 0, 'guidance': 2, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.16666666666666666,Education-dominant
University of Portsmouth,Post-1992,England,564,1,24,1.77,42.55,"{'plagiarism': 0, 'detection': 0, 'misconduct': 1, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 1, 'skills': 1, 'curriculum': 0, 'learning': 6, 'opportunity': 0, 'opportunities': 0, 'creativity': 1, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 2, 'understanding': 3, 'engage': 0, 'engagement': 0, 'support': 4, 'guidance': 1, 'learn': 3, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.04,Education-dominant
Sheffield Hallam University,Post-1992,England,1639,3,26,1.83,15.86,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 1, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 0, 'creativity': 1, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 2, 'responsible': 2, 'responsibility': 0, 'reflection': 0, 'reflective': 1, 'critical': 1, 'evaluate': 1, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 2, 'guidance': 11, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.10344827586206896,Education-dominant
University of the West of England,Post-1992,England,640,6,54,9.38,84.38,"{'plagiarism': 1, 'detection': 1, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 1, 'offences': 1, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 3, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 7, 'curriculum': 0, 'learning': 7, 'opportunity': 0, 'opportunities': 3, 'creativity': 1, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 3, 'develop': 4, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 4, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 1, 'understand': 1, 'understanding': 0, 'engage': 2, 'engagement': 0, 'support': 3, 'guidance': 3, 'learn': 0, 'teach': 0, 'teaching': 5, 'practice': 0, 'practices': 3, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.1,Education-dominant
University of Westminster,Post-1992,England,336,1,14,2.98,41.67,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 1, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 3, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 1, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 1, 'guidance': 4, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.06666666666666667,Education-dominant
University of Wolverhampton,Post-1992,England,2152,6,39,2.79,18.12,"{'plagiarism': 3, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 1, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 1, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 1, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 1, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 5, 'curriculum': 0, 'learning': 9, 'opportunity': 1, 'opportunities': 1, 'creativity': 0, 'creative': 2, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 1, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 1, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 1, 'understand': 0, 'understanding': 1, 'engage': 0, 'engagement': 0, 'support': 8, 'guidance': 1, 'learn': 2, 'teach': 0, 'teaching': 3, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.13333333333333333,Education-dominant
University of South Wales,Post-1992,Wales,362,0,14,0.0,38.67,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 1, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 2, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 0, 'responsible': 1, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 0, 'guidance': 2, 'learn': 0, 'teach': 0, 'teaching': 1, 'practice': 1, 'practices': 0, 'digital literacy': 0, 'information literacy': 1, 'media literacy': 0}",0.0,Education-dominant
Cardiff Metropolitan University,Post-1992,Wales,208,0,11,0.0,52.88,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 0, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 3, 'ethics': 0, 'responsible': 2, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 1, 'engage': 0, 'engagement': 0, 'support': 1, 'guidance': 2, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 1, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.0,Education-dominant
Robert Gordon University,Post-1992,Scotland,246,0,5,0.0,20.33,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 0, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 1, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 0, 'guidance': 3, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.0,Education-dominant
Abertay University,Post-1992,Scotland,778,21,19,26.99,24.42,"{'plagiarism': 1, 'detection': 0, 'misconduct': 10, 'penalty': 0, 'penalties': 0, 'turnitin': 2, 'contract cheating': 1, 'breach': 1, 'disciplinary': 0, 'sanction': 0, 'sanctions': 1, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 1, 'detect': 0, 'detected': 0, 'offence': 1, 'offences': 1, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 3, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 1, 'understanding': 0, 'engage': 0, 'engagement': 1, 'support': 5, 'guidance': 5, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.525,Balanced
Edinburgh Napier University,Post-1992,Scotland,3238,29,98,8.96,30.27,"{'plagiarism': 4, 'detection': 0, 'misconduct': 9, 'penalty': 0, 'penalties': 1, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 4, 'academic integrity': 6, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 2, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 1, 'declaration': 2, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 2, 'pedagogy': 0, 'skill': 0, 'skills': 12, 'curriculum': 0, 'learning': 12, 'opportunity': 0, 'opportunities': 3, 'creativity': 0, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 1, 'dialogue': 0, 'empower': 1, 'develop': 7, 'development': 5, 'competence': 0, 'capability': 0, 'ethical': 7, 'ethics': 1, 'responsible': 3, 'responsibility': 3, 'reflection': 0, 'reflective': 1, 'critical': 3, 'evaluate': 0, 'understand': 2, 'understanding': 5, 'engage': 2, 'engagement': 1, 'support': 8, 'guidance': 14, 'learn': 2, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 2, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.2283464566929134,Education-dominant
Queen Margaret University,Post-1992,Scotland,978,3,32,3.07,32.72,"{'plagiarism': 1, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 2, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 2, 'pedagogy': 0, 'skill': 0, 'skills': 4, 'curriculum': 0, 'learning': 4, 'opportunity': 1, 'opportunities': 0, 'creativity': 1, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 2, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 4, 'evaluate': 0, 'understand': 0, 'understanding': 2, 'engage': 0, 'engagement': 2, 'support': 4, 'guidance': 1, 'learn': 3, 'teach': 0, 'teaching': 0, 'practice': 1, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.08571428571428572,Education-dominant
